TRACKNR;KMSTR_E;KMEND_E;KMSTR_V;KMEND_V;TRACKNAME;TRACKSHCUT
1551;99999988;100410093;  0,0 + -11;  4,1 +  93;Awanst Wilhelmshaven West, W 1 - Whv Marine-Arsenal;Wilhelmshaven - Marinearsenal
1552;99999945;101540025;  0,0 + -54; 15,4 +  25;Switch Schortens Weißer Floh, 12W4 - Wilhelmshaven Nord;Weißer Floh - WHV Nord
1553;100040066;100400060;  0,4 +  66;  4,0 +  60;Wilhelmshaven ÖlSwitch, 14W3 - Wilhelmshaven Mobil Oil;Wilhelmsh.ÖlSwitch - Mobil Oil
1554;99959933;100510000; -0,4 + -66;  5,1 +   0;Wilhelmshaven ÖlSwitch, 14W1 - Wilhelmshaven JadeWeserPort;WHV ÖlSwitch - JadeWeserPort
1560;99959923;108790024; -0,4 + -76; 87,9 +  24;Delmenhorst, W 24 - Hesepe, W 101;Delmenhorst - Hesepe
1561;100000000;101940005;  0,0 +   0; 19,4 +   5;Ahlhorn - Vechta;Ahlhorn - Vechta
1562;99959964;100740088; -0,4 + -35;  7,4 +  88;Holdorf (Oldb), W 6 - Damme (Oldb);Holdorf - Damme
1563;100090002;101450044;  0,9 +   2; 14,5 +  44;Delmenhorst South - Lemwerder;Delmenhorst South - Lemwerder
1564;99979926;100800006; -0,2 + -73;  8,0 +   6;Lohne (Oldb) - Dinklage;Lohne - Dinklage
1570;100000000;108100008;  0,0 +   0; 81,0 +   8;Emden Rbf --(Norden)-- - Jever;Emden - Jever
1571;100000000;100130003;  0,0 +   0;  1,3 +   3;Emden Rbf, W 102 - Emden Rbf, W 198;Emden, W 102 - W 198
1572;99899984;100350045; -1,0 + -15;  3,5 +  45;Emden, W 55 - Emden Außenhafen (DB-Borderline);Emden - Emden Außenhafen
1573;99969902;101320022; -0,3 + -97; 13,2 +  22;Abelitz, W 1 - Aurich;Abelitz - Aurich
1574;103090041;103660049; 30,9 +  41; 36,6 +  49;Norden, W 35 - Norddeich Mole;Norden - Norddeich Mole
1575;99989984;101740090; -0,1 + -15; 17,4 +  90;Ihrhove, W 13 - Weener (DB-Borderline);Ihrhove - Weener (DB-Borderline)
1576;100000094;100430012;  0,0 +  94;  4,3 +  12;Emden, W 18 - Emden Main-St. Volkswagenwerk;Emden - EMD Volkswagenwerk
1577;99999979;100520075;  0,0 + -20;  5,2 +  75;Emden Rbf, W 151 - Emden Suedkai;Emden - Suedkai
1600;99979982;100460049; -0,2 + -17;  4,6 +  49;Osnabrueck Main-St. Po, W 77 - Osnabrueck Main-St. Pu, W 225;Osnabrueck Main-St., W 77 - W 225
1601;111740045;112000076;117,4 +  45;120,0 +  76;Osnabrueck Main-St. Po, W 67 - Osnabrueck Main-St. Po, W 393;Osnabrueck Main-St., W 67 - W 393
1602;99929994;100080092; -0,7 +  -5;  0,8 +  92;Osnabrueck Main-St. Po, W 323 - Osnabrueck Main-St. Pu, W 277;Osnabrueck Main-St., W 323 - W 277
1610;100050056;100180020;  0,5 +  56;  1,8 +  20;Osnabrueck Main-St. Pu, W 276 - DB-Borderline (Osnabrueck Hafen);Osnabrueck Main-St. - DB-Gr. (Hafen)
1611;100250071;100360010;  2,5 +  71;  3,6 +  10;Osnabrueck Main-St. (Loehnerk.), W 220 - Osnabrueck Main-St. (Luestr.), W 212;Osnabrueck Main-St., W 220 - W 212
1612;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Salzbergen - Bentheim;former Track 1612
1620;100000013;100330086;  0,0 +  13;  3,3 +  86;Osnabrueck Main-St. Po, W 52 - Osnabrueck Main-St. (Luestringen), W 208;Osnabrueck Main-St., W 52 - W 208
1621;99979927;100130015; -0,2 + -72;  1,3 +  15;Osnabrueck Main-St. Po, W 91 - Osnabrueck Rbf, Gl 247;Osnabrueck Main-St. - Osnabrueck Rbf
1622;100000000;100350011;  0,0 +   0;  3,5 +  11;Osnabrueck Main-St. (Luestringen), W 510 - Osnabrueck Main-St. Pu, W 273;Osnabrueck Main-St., W 510 - W 273
1630;100000000;100040022;  0,0 +   0;  0,4 +  22;Sulingen Sued, Strw 2982/1630 - Sulingen Hasenkamp, Strw 1630/1744;Sulingen South - Sul. Hasenkamp
1700;100000000;117630090;  0,0 +   0;176,3 +  90;Hannover Main-St. - Hamm (Westf);Hannover - Hamm (Westf)
1701;100180045;100910083;  1,8 +  45;  9,1 +  83;Hannover Main-St., W 394 --(Han Hgbf)-- - Seelze, W 303;Hannover - Seelze
1702;100380007;100540061;  3,8 +   7;  5,4 +  61;Hannover-Hainholz, W 806 - Hannover-Leinhausen Wbf;Hannover-Hainholz - Leinhausen
1703;100440010;100590050;  4,4 +  10;  5,9 +  50;Hannover-Hainholz, W 821 - Hannover Nordhafen DB-Borderline;H-Hainholz - H Nordhafen DB Gr
1704;99899993;100100006; -1,0 +  -6;  1,0 +   6;Ahlem, W 16 - Switch Hannover Kurve, W 3;Ahlem - Switch Hannover Kurve
1705;99999988;101150027;  0,0 + -11; 11,5 +  27;Hannover Main-St. - Seelze Pbf, W 73;Hannover Main-St. - Seelze Pbf
1706;100000000;100230000;  0,0 +   0;  2,3 +   0;Hannover Nordhafen DB-Gr - Han.-Nordhafen;H Nordhafen Gr - H Nordhafen
1710;100000000;104080016;  0,0 +   0; 40,8 +  16;Hannover Main-St. - Celle, W 107;Hannover - Celle
1711;100370050;115050034;  3,7 +  50;150,5 +  34;Hannover-Hainholz, W 812 --Visselhoevede-- - Bremervoerde;H-Hainholz - Bremervoerde
1712;106170077;113320071; 61,7 +  77;133,2 +  71;Walsrode, W 2 - Buchholz (Nordheide), W 258;Walsrode - Buchholz(Nordheide)
1713;101200026;101540087; 12,0 +  26; 15,4 +  87;Langenhagen Pferdemarkt, 33W33 - Hannover Flughafen;Langenhagen - Flughafen
1714;100000000;108780099;  0,0 +   0; 87,8 +  99;reserved Track - Isernhagen - Lauenbrueck (Planning Title);reserved Track 1714
1715;100000000;100400000;  0,0 +   0;  4,0 +   0;reserved Track - Switch Koenigshof - Switch St. Pauli (Plng);reserved Track 1715
1720;101620014;127300003; 16,2 +  14;273,0 +   3;Lehrte, W 35 - Cuxhaven;Lehrte - Cuxhaven
1721;99989947;107540040; -0,1 + -52; 75,4 +  40;Celle, W 205 - Wahnebergen;Celle - Wahnebergen
1722;100100000;105700045;  1,0 +   0; 57,0 +  45;Celle, Gl 17 - Braunschweig-Gliesmarode, W 2;Celle - Braunschw.-Gliesmarode
1723;100000000;101610025;  0,0 +   0; 16,1 +  25;Plockhorst - Peine;Plockhorst - Peine
1724;100010034;104350039;  0,1 +  34; 43,5 +  39;Gifhorn Stadt - Celle, W 203;Gifhorn - Celle
1725;99999972;100340029;  0,0 + -27;  3,4 +  29;Braunschweig-Ruehme, W 2 - Brg Hafen;Braunschweig-Ruehme - Brg Hafen
1726;104340077;104430096; 43,4 +  77; 44,3 +  96;Celle, W 102 - NE-Strecke 9170 (Celle Nord);Celle - NE-Strecke 9170
1730;100000000;106090086;  0,0 +   0; 60,9 +  86;Hannover Main-St. - Braunschweig Main-St.;Hannover - Braunschweig
1731;100550055;100770088;  5,5 +  55;  7,7 +  88;Hannover Karl-Wiechert-Allee - Misburg, W 5;Hannover K.-W.-Allee - Misburg
1732;100360060;116620034;  3,6 +  60;166,2 +  34;Hannover Bismarckstr, W 704 - Kassel Main-St.;Hannover - Kassel
1733;100000000;132730062;  0,0 +   0;327,3 +  62;Hannover Main-St. --Kassel-Wilhelmshoehe-- - Wuerzburg Main-St.;Hannover --Kassel-- - Wuerzburg
1734;99969900;101540037; -0,3 + -99; 15,4 +  37;Hannover Main-St., W 481 - Lehrte, W 315;Hannover Main-St. - Lehrte
1740;102070067;119410050; 20,7 +  67;194,1 +  50;Wunstorf, W 18 - DB-Borderline, (Bremerhaven-Seehafen);Wunstorf - Bremerhaven
1741;99939934;105060019; -0,6 + -65; 50,6 +  19;Nienburg (Weser), W 84 - Minden (Westf), W 9;Nienburg - Minden
1742;99949916;102790098; -0,5 + -83; 27,9 +  98;Leese-Stolzenau, W 21 - Stadthagen, W 5;Leese-Stolzenau - Stadthagen
1743;99949916;105940030; -0,5 + -83; 59,4 +  30;Nienburg (Weser), W 32 - Rahden (Kr Luebbecke) W 2;Nienburg - Rahden
1744;100000011;106270004;  0,0 +  11; 62,7 +   4;Nienburg (Weser), W 200 - Diepholz, W 11;Nienburg - Diepholz
1745;99979919;102540065; -0,2 + -80; 25,4 +  65;Verden (Aller), W 5 - Rotenburg (Wuemme), W 7;Verden - Rotenburg (Wuemme)
1750;99949925;104330007; -0,5 + -74; 43,3 +   7;Wunstorf, W 105 --Han-Linden-- - Lehrte Nord, W 257;Wunstorf - Lehrte
1751;99929946;100400041; -0,7 + -53;  4,0 +  41;Wunstorf, W 130 - Switch Guemmerwald, W 201;Wunstorf - Guemmerwald
1752;101970096;102090006; 19,7 +  96; 20,9 +   6;Hannover-Linden Hafen, W 541 - Switch Empelde, W 603;Hannover-L. Hafen - Empelde
1753;102660044;102990065; 26,6 +  44; 29,9 +  65;Switch Waldhausen, W 802 - Hannover-Wuelfel, W 105;Hannover Waldhausen - Wuelfel
1754;99949939;100280054; -0,5 + -60;  2,8 +  54;Hannover-Wuelfel, W 96 - Switch Waldheim, W 821;Hannover Wuelfel - Waldheim
1755;99949913;100120000; -0,5 + -86;  1,2 +   0;Hannover-Wuelfel, W 41 - Hannover Messebahnhof;Hannover Wuelfel - Messebahnhof
1756;100380084;100510025;  3,8 +  84;  5,1 +  25;Hannover Bismarckstraße, W 722 - Hannover-Wuelfel, W 7;Han. Bismarckstraße - Wuelfel
1760;100000000;118080035;  0,0 +   0;180,8 +  35;Hannover Main-St. - Soest;Hannover - Soest
1761;99959984;102640056; -0,4 + -15; 26,4 +  56;Weetzen, W 3 - Haste (Han), W 3;Weetzen - Haste
1762;99919987;102320054; -0,8 + -12; 23,2 +  54;Bad Muender (Deister) - Bad Nenndorf;Bad Muender - Bad Nenndorf
1770;101310003;105260039; 13,1 +   3; 52,6 +  39;Lehrte, W 718 - Nordstemmen, W 58;Lehrte - Nordstemmen
1771;102230040;102650023; 22,3 +  40; 26,5 +  23;Barnten, W 3 - Switch Roessing, 55W13;Barnten - Roessing
1772;104040089;107490034; 40,4 +  89; 74,9 +  34;Hildesheim Main-St., W 104 - Groß Gleidingen, W 9;Hildesheim - Groß Gleidingen
1773;104020056;109400071; 40,2 +  56; 94,0 +  71;Hildesheim Main-St., 53W121 - Goslar, W 9;Hildesheim - Goslar
1774;100000000;100350038;  0,0 +   0;  3,5 +  38;Switch Sorsum, W 151 - Switch Himmelsthuer, W 3;Sorsum - Himmelsthuer
1775;101540061;101880057; 15,4 +  61; 18,8 +  57;Lehrte, W 316 - Lehrte, W 828;Lehrte, W 316 - W 828
1776;103980021;104120079; 39,8 +  21; 41,2 +  79;Lehrte, W 370 - Lehrte, W 317;Lehrte, W 370 - W 317
1777;103850024;104000099; 38,5 +  24; 40,0 +  99;reserved Track - Lehrte-Ahlten, W 413 - Lehrte West, W 371;reserved Track 1777
1800;100000000;100230008;  0,0 +   0;  2,3 +   8;Goettingen - Switch Grone, W 401;Goettingen - Grone
1801;100320070;103670082;  3,2 +  70; 36,7 +  82;Goettingen, W 2 - Bodenfelde, 12W2;Goettingen - Bodenfelde
1802;99939982;101000057; -0,6 + -17; 10,0 +  57;Uslar - Schoenhagen (Han);Uslar - Schoenhagen
1803;100090013;100250005;  0,9 +  13;  2,5 +   5;Goettingen, W 327 - Switch Siekweg, W 412;Goettingen - Siekweg
1804;100000000;100100003;  0,0 +   0;  1,0 +   3;Eichenberg, W 64 - Eichenberg, W 88;Eichenberg, W 64 - 88
1810;108850033;115710037; 88,5 +  33;157,1 +  37;Northeim (Han) - Nordhausen, W 357;Northeim - Nordhausen
1811;99939910;104040044; -0,6 + -89; 40,4 +  44;Wulften - Leinefelde, W 209;Wulften - Leinefelde
1812;108590062;111760091; 85,9 +  62;117,6 +  91;Seesen, W 16 - Herzberg (Harz), W 23;Seesen - Herzberg
1813;100000070;100590093;  0,0 +  70;  5,9 +  93;Herzberg (Harz), W 51 - Siebertal;Herzberg - Siebertal
1814;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - (DB-Borderline) Rhumspringe - Herzberg (Harz), W 24,G-(new Track 6717);former Track 1814
1815;100020092;101550007;  0,2 +  92; 15,5 +   7;Scharzfeld, W 9 - St Andreasberg West;Scharzfeld - St Andreasberg
1816;107680032;107720066; 76,8 +  32; 77,2 +  66;Switch Edesheim (Leine), W 103 - Switch Edesheim (Leine), W 106;Edesheim (Leine), W 103- W 106
1817;107740005;107810028; 77,4 +   5; 78,1 +  28;Switch Edesheim (Leine), W 110 - Switch Edesheim (Leine) Sued, W 113;Edesheim (L) - Edesheim (L)Sued
1820;99939986;108190075; -0,6 + -13; 81,9 +  75;Elze (Han), W 9 - Loehne (Westf) Pbf;Elze - Loehne
1821;99989919;102400057; -0,1 + -80; 24,0 +  57;Bodenburg - Elze (Han), W 3;Bodenburg - Elze
1822;100060047;103130007;  0,6 +  47; 31,3 +   7;Bad Gandersheim - Groß Duengen, W 26;Bad Gandersheim - Groß Duengen
1823;104380008;107450080; 43,8 +   8; 74,5 +  80;Derneburg (Han), W 3 - Seesen;Derneburg - Seesen
1824;100000006;101070000;  0,0 +   6; 10,7 +   0;Einbeck-Salzderhelden - Juliusmuehle;Einbeck - Juliusmuehle
1900;100330061;103880013;  3,3 +  61; 38,8 +  13;Braunschweig Main-St. - Helmstedt;Braunschweig - Helmstedt
1901;100000000;104720087;  0,0 +   0; 47,2 +  87;Braunschweig Main-St. - Bad Harzburg, Prellbock Gleis 3;Braunschweig - Bad Harzburg
1902;100000000;103210086;  0,0 +   0; 32,1 +  86;Braunschweig Main-St. - Gifhorn, W 451;Braunschweig - Gifhorn
1903;100070010;101330089;  0,7 +  10; 13,3 +  89;Awanst Braunschweig Nordkurve, W 1 - Braunschweig Rbf;Braunschweig Nordkurve - Rbf
1904;99999971;100100050;  0,0 + -28;  1,0 +  50;Braunschweig Celler Straße - Braunschweig-Lehndorf;BS Celler Straße - Lehndorf
1905;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Braunschweig West - Braunschweig Halzhof;former Track 1905
1906;100120020;100200000;  1,2 +  20;  2,0 +   0;Braunschweig North - Braunschweig Ost;Braunschweig North - Ost
1910;105250099;106280061; 52,5 +  99; 62,8 +  61;Groß Gleidingen, W 5 - Braunschweig Rbf, W 390;Groß Gleidingen - Braunschweig
1911;105740049;106490018; 57,4 +  49; 64,9 +  18;Switch Braunschw. Gabelung - Switch Braunschweig-Buchhorst, 32W572;BS Gabelung - BS-Buchhorst
1912;100020075;100610095;  0,2 +  75;  6,1 +  95;Braunschweig Rbf, W 308 - Switch Braunschw. Okerbruecke, W 11;Braunschweig Rbf - Okerbruecke
1913;100010039;100340012;  0,1 +  39;  3,4 +  12;Braunschweig Rbf, W 217 - Switch Braunschweig Luenischteich, 41W551;Braunschw. Rbf - Luenischteich
1914;100000000;100480071;  0,0 +   0;  4,8 +  71;Switch Schmiedekamp, 31W565 - Braunschweig Rbf;BS Schmiedekamp - Rbf
1915;106180083;106320063; 61,8 +  83; 63,2 +  63;Braunschweig Rbf, Stw 6 (Gl 194) - W 412;Braunschw. Rbf, Stw 6 - W 412
1920;100570032;102720089;  5,7 +  32; 27,2 +  89;Switch Leiferde (Braunschw.), W 502 - Salzgitter-Bad, W 64;Leiferde (BS) - Salzgitter-Bad
1921;100080084;101450092;  0,8 +  84; 14,5 +  92;Groß Gleidingen Ostkopf, W 30 - Wolfenbuettel, W 6;Groß Gleidingen - Wolfenbuettel
1922;99989924;100170098; -0,1 + -75;  1,7 +  98;Groß Gleidingen, W 8 - Beddingen VPS, W 3001;Groß Gleidingen - Beddingen
1923;101210037;103800081; 12,1 +  37; 38,0 +  81;Salzgitter-Druette, W 3 - Derneburg (Han);Salzgitter-Druette - Derneburg
1924;100000000;100330071;  0,0 +   0;  3,3 +  71;Salzgitter-Druette - Sg-Thiede;Salzgitter Druette - Thiede
1925;100820085;101090091;  8,2 +  85; 10,9 +  91;former Switch Hoheweg - Salzgitter-Druette;Hoheweg - Salzgitter-Druette
1930;107850022;109530091; 78,5 +  22; 95,3 +  91;Neuekrug-Hahausen, W 310 - Goslar, W 10;Neuekrug-Hahausen - Goslar
1931;100000083;101560040;  0,0 +  83; 15,6 +  40;Langelsheim, W 52 - Lautenthal;Langelsheim - Lautenthal
1932;100010024;101280042;  0,1 +  24; 12,8 +  42;Vienenburg, W 511 - Goslar, W 10;Vienenburg - Goslar
1933;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - (RB-Borderline) - Vienenburg, W 501                   (new Track 6344);former Track 1933
1934;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - (DB-Borderline) Eckertal - Oker, W 69                 (new Track 6425);former Track 1934
1935;113510080;114230060;135,1 +  80;142,3 +  60;Grauhof - Langelsheim;Grauhof - Langelsheim
1940;100000095;115040067;  0,0 +  95;150,4 +  67;Helmstedt, W 33 - Holzminden;Helmstedt - Holzminden
1941;118390090;118900000;183,9 +  90;189,0 +   0;former Track - (DB-Borderline) Offleben - Schoeningen;former Track 1941
1942;101310063;106590070; 13,1 +  63; 65,9 +  70;Wolfenbuettel, W 3 - Oschersleben(Bode), W 46;Wolfenbuettel - Oschersleben
1943;100000000;103200099;  0,0 +   0; 32,0 +  99;Jerxheim - Nienhagen (b Halberstadt), W 2;Jerxheim - Nienhagen
1944;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - (DB-Borderline) - Helmstedt                           (new Track 6400);former Track 1944
1945;100050039;101750039;  0,5 +  39; 17,5 +  39;Helmstedt, W 5 - Grasleben;Helmstedt - Grasleben
1950;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - (DB-Borderline) Vorsfelde - Lehrte, W 403             (new Track 6107);former Track 1950
1951;102700040;102960000; 27,0 +  40; 29,6 +   0;Velpke (Braunschw) - Oebisfelde;Velpke - Oebisfelde
1952;99999977;102800009;  0,0 + -22; 28,0 +   9;Schandelah - former Switch Grafhorst;Schandelah - Grafhorst
1953;100130061;102420018;  1,3 +  61; 24,2 +  18;Braunschweig-Gliesmarode, W 3 - Fallersleben;Braunschweig - Fallersleben
1954;101330079;101480000; 13,3 +  79; 14,8 +   0;former Track - Lehre - Brunsrode-Flechtorf;former Track 1954
1955;99889938;100150023; -1,1 + -61;  1,5 +  23;former Track - Fallersleben - Werkbf VW Wolfsburg;former Track 1955
1956;100370013;102420018;  3,7 +  13; 24,2 +  18;Weddel, 33W604 - Fallersleben, 33W356;Weddel - Fallersleben
1960;99969909;109790040; -0,3 + -90; 97,9 +  40;Uelzen, W 152 - Langwedel, W 48;Uelzen - Langwedel
1961;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - (DB-Borderline) Nienbergen - Uelzen                   (new Track 6899);former Track 1961
1962;99899922;105540032; -1,0 + -77; 55,4 +  32;Gifhorn, 04W405 - Wieren, 36W11;Gifhorn - Wieren
1963;99969939;104140025; -0,3 + -60; 41,4 +  25;Uelzen, W 118 - former Switch Dannenberg West;Uelzen - Dannenberg West
2000;100260019;104520045;  2,6 +  19; 45,2 +  45;Luenen Main-St., W 442 - Muenster (Westf) Main-St.;Luenen - Muenster
2001;100000000;100140037;  0,0 +   0;  1,4 +  37;former Track - Duelmen, Stw Dn - Stw Dmf;former Track 2001
2002;99989903;104810080; -0,1 + -96; 48,1 +  80;Haltern am See, W 110 --Wesel-- - Buederich;Haltern - Buederich
2003;105310060;108490010; 53,1 +  60; 84,9 +  10;Menzelen West (Tief) - Geldern East (DB-Borderline);Menzelen - Geldern (DB-Borderline)
2004;103500031;103630057; 35,0 +  31; 36,3 +  57;NE-Strecke 9213 - Muenster (Westf) Main-St., W 426;NE-Strecke 9213 - Muenster
2010;99929963;101320033; -0,7 + -36; 13,2 +  33;Mecklenbeck, W 713 - Sudmuehle, W 914;Mecklenbeck - Sudmuehle
2011;99999976;100300039;  0,0 + -23;  3,0 +  39;Switch Muenster Lechtenberg, W 585 - Kanal, W 599;Switch Lechtenberg - Kanal
2013;99979985;105020022; -0,2 + -14; 50,2 +  22;Muenster (Westf) Main-St. - Rheda-Wiedenbrueck, W 61;Muenster - Rheda-Wiedenbrueck
2014;100270020;105900030;  2,7 +  20; 59,0 +  30;Nevinghof/Muenster Zentrum Nord, W 471 - Gronau (Westf), (DB-Borderline);Nevinghof - Gronau,(DB-Borderline)
2020;99999953;102200001;  0,0 + -46; 22,0 +   1;Ochtrup - Rheine, W 56;Ochtrup - Rheine
2021;100000000;100430087;  0,0 +   0;  4,3 +  87;Rheine, Stw Rs - Rheine, W 205;Rheine, Stw Rs - W 205
2022;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Rheine, Stw Rs - Stw Rgf;former Track 2022
2023;100000000;100150027;  0,0 +   0;  1,5 +  27;former Hauenhorst - Rheine, Stw Rgf;Hauenhorst - Rheine
2024;100000000;100350013;  0,0 +   0;  3,5 +  13;former Switch Rheine Emsbruecke - Rheine, Stw Rs;Switch Rheine Emsbruecke - Rheine
2025;100000000;100100000;  0,0 +   0;  1,0 +   0;former Track - Hauenhorst - Rheine, Stw Rgf;former Track 2025
2026;100000007;102170082;  0,0 +   7; 21,7 +  82;Salzbergen, W 18 - Bad Bentheim Borderline;Salzbergen - B.Bentheim Borderline
2027;100000000;100080052;  0,0 +   0;  0,8 +  52;Bad Bentheim Nord, 20W31 - Switch Bentheimer Wald, W 3;Bentheim North - Benth. Wald
2100;99969980;109610091; -0,3 + -19; 96,1 +  91;Dortmund Main-St., W 131 - Gronau (Westf), W 11;Dortmund - Gronau
2101;100000039;100200059;  0,0 +  39;  2,0 +  59;Dortmund-Eving - Dortmund-Obereving;Dortmund-Eving - DO-Obereving
2102;100000007;100200016;  0,0 +   7;  2,0 +  16;Dortmund-Obereving, W 36 - Do-Kirchderne, W 101;DO-Obereving - DO-Kirchderne
2103;116510030;121900053;165,1 +  30;219,0 +  53;Dortmund Main-St. - Soest, W 9;Dortmund - Soest
2104;99929950;100070020; -0,7 + -49;  0,7 +  20;Dortmund-Obereving - Do-Lindenhorst;DO-Obereving - DO-Lindenhorst
2105;99999970;100230072;  0,0 + -29;  2,3 +  72;Dortmund-Obereving - Zeche Fuerst Hardenberg;DO-Obereving - Fuerst Hardenbg.
2106;111990054;112370077;119,9 +  54;123,7 +  77;Dortmund Main-St., W 255 - Switch Dortmund-Koerne, W 103;Dortmund - Switch Koerne
2110;100000085;100370057;  0,0 +  85;  3,7 +  57;Dortmund Sued, W 44 - Dortmund Ost;Dortmund South - Dortmund Ost
2111;100060049;100320081;  0,6 +  49;  3,2 +  81;Dortmund East - Dortmund-Eving;Dortmund East - Dortmund-Eving
2112;100000000;103570047;  0,0 +   0; 35,7 +  47;Welver - Dortmund Sued, W 32;Welver - Dortmund Sued
2113;99989945;101020048; -0,1 + -54; 10,2 +  48;Dortmund-Hoerde, W 3 - Schwerte (Ruhr);Dortmund-Hoerde - Schwerte
2120;100180065;100700033;  1,8 +  65;  7,0 +  33;Switch Dortm.-Luetgend. Gbf Flm, W601 - Dortm. Signal Iduna Park W201;DO-Luetg Flm - DO Signal Iduna
2121;100550067;100650008;  5,5 +  67;  6,5 +   8;Dortmund-Dorstfeld, W 348 - Switch Dortmund-Schoenau, W 288;DO-Dorstfeld - Switch DO-Schoenau
2122;100000028;100230064;  0,0 +  28;  2,3 +  64;Dortmund-Dorstfeld, W 35 - Do-Huckarde Sued, W 716;DO-Dorstfeld - DO-Huckarde Sued
2123;100160047;100410059;  1,6 +  47;  4,1 +  59;Switch Dortmund Buschstraße, W 801 - Switch Dortmund-Deusen, W 2;Switch Buschstraße - Switch Deusen
2124;100000000;100080026;  0,0 +   0;  0,8 +  26;former Track - Do-Dorstfeld, Gbf - Dortmunderfeld;former Track 2124
2125;100000011;101180096;  0,0 +  11; 11,8 +  96;Switch Bochum Stockumer Straße, W 201 - Dortmund Main-St., W 212;Switch Stockumer Str. - Dortmund
2126;106570045;106950059; 65,7 +  45; 69,5 +  59;Dortmund-Dorstfeld, W 36 - Dortmund Sued, W 31;DO-Dorstfeld - Dortmund Sued
2130;100210011;100710018;  2,1 +  11;  7,1 +  18;Switch Dortmund-Luetgend. Flm, W 602 - Dortmund Gbf, W 19;Switch DO-Luetgend. Flm - DO Gbf
2131;99999940;100260007;  0,0 + -59;  2,6 +   7;Switch Dortmund-Deusen - Dortmund Gbf, W 21;Switch DO-Deusen - Dortmund Gbf
2132;100020058;101190031;  0,2 +  58; 11,9 +  31;Switch Dortmund-Nette, 79W401 - Dortmund-Scharnhorst, W 59;Switch DO-Nette - DO-Scharnhorst
2133;99959940;100460068; -0,4 + -59;  4,6 +  68;former Switch Dortmund Hansa - Dortmund Main-St., W 237;former Switch Hansa - Dortmund
2134;101780010;101950006; 17,8 +  10; 19,5 +   6;Dortmund-Rahm Üst - Dortmund Gbf, W 4;DO-Rahm Üst - Dortmund Gbf
2135;99969951;100280005; -0,3 + -48;  2,8 +   5;former Dortmund-Bodelschwingh - Dortmund-Mengede;DO-Bodelschwingh - DO-Mengede
2136;104300075;104720061; 43,0 +  75; 47,2 +  61;Switch Buschstraße - Dortmund-Bodelschwingh;Switch Buschstr. - DO-Bodelschw.
2137;100000000;100150075;  0,0 +   0;  1,5 +  75;Dortmund-Rahm - Switch Buschstraße;DO-Rahm -  Switch Buschstraße
2140;99989963;100720092; -0,1 + -36;  7,2 +  92;Bochum-Langendreer, 55W4 - Witten Main-St., W 85;Bochum-Langendreer - Witten
2141;100080087;101320049;  0,8 +  87; 13,2 +  49;Bochum-Langendreer, Bezirk Kreuz - Dortmund-Loettringhausen;BO-Langendreer - DO-Loettringh.
2142;100010059;100110009;  0,1 +  59;  1,1 +   9;Bochum-Langendreer, W 210 - Bochum-Langendreer, 55W87;BO-Langendreer, W 210 - W 87
